Item,I_Mean_RT,Log_Frequency,Degree,Clustering Coefficient,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
sore,670.29,2.70805020110221,12,0.3484848484848485,0.00011738299946867493,0.015459739613013963,-5.4425118682475985e-17
sort,600.03,5.001998100700592,5,0.2,0.00011668338488091735,0.014759394782352126,-2.6849870489184412e-17
soul,587.66,4.343285806357451,4,0.16666666666666666,1.077138426158771e-05,0.012108227796539533,-5.849159003872335e-20
soup,539.56,3.2268439945173775,4,0.16666666666666666,2.7430109496729683e-05,0.012630909062433597,-2.102083393250959e-18
sour,649.15,1.7613002617433464,10,0.35555555555555557,2.821525805623338e-05,0.012425917300533135,-4.116084069035156e-18
span,648.4,0.6830968447064438,5,0.2,1.1111801411496976e-05,0.011487525946504375,-4.738793088274052e-18
spar,769.96,-0.342490308946776,7,0.3333333333333333,1.4747925831806026e-05,0.012385714818029386,-6.319929089310518e-18
slab,635.62,0.6097655716208943,9,0.25,2.880732886167145e-05,0.011849011158130253,1.7092995606369797e-18
slam,616.76,1.7578579175523736,9,0.2222222222222222,9.11430002969621e-05,0.012476538908221346,7.711029693796998e-19
slap,640.88,2.523325759691945,11,0.2,5.9662592933467535e-05,0.01241248750609862,-1.220712849715553e-17
slat,660.11,-2.5257286443082556,10,0.2,9.902550728989584e-05,0.013469759935514147,-7.865311850042205e-18
slay,684.43,0.7608058290337602,8,0.2857142857142857,2.3909441341811652e-05,0.011895032692923612,-5.364999835136228e-18
slim,630.1,2.4731713935695794,7,0.23809523809523808,2.4620792079853653e-05,0.011487525946504375,-1.0410329054341578e-17
slip,542.76,3.2534704696327,10,0.17777777777777778,2.001843577072237e-05,0.011437474482776296,4.066634733345793e-18
slit,725.63,1.33500106673234,9,0.2222222222222222,4.165401498757441e-05,0.012632645747304,-1.779263053149558e-17
slob,682.12,1.2725655957915476,7,0.2857142857142857,3.623723987910354e-05,0.011809412920326733,-1.2259585406407374e-17
sloe,674.56,-2.8134107167600364,7,0.3333333333333333,3.955778144408035e-05,0.011729507534806841,-1.0245820601828098e-17
slop,621.15,0.6097655716208943,10,0.2,3.631713272068255e-05,0.012165947102773038,-1.4313865110180686e-17
slot,603.03,1.7029282555214393,12,0.19696969696969696,0.00018368156206725008,0.013593317431593727,-2.0276838628421215e-17
slow,599.76,4.330996463561102,11,0.2727272727272727,3.460297698951893e-05,0.011764050258660947,-1.0165171042080644e-17
slug,633.47,1.601405740736836,4,0.16666666666666666,1.6552754647565026e-05,0.00953577919254198,1.3473294305777006e-18
slum,719.53,0.23901690047049992,6,0.26666666666666666,5.657163556933894e-05,0.010935162166167816,-2.9815827545177505e-18
smog,715.6,0.0769610411361284,1,0.0,0.0,0.007676266398207201,9.111659964633413e-19
smug,708.21,0.8712933659434193,3,0.3333333333333333,8.101349353383437e-06,0.008592278361558214,-4.1327922551527944e-19
snag,682.69,0.6418538861723947,4,0.16666666666666666,1.0687546940274593e-05,0.010202913106067961,3.3719037246897467e-18
snap,598.12,2.855895328366192,5,0.3,1.630844796135166e-05,0.011467452885689214,4.3190232259745494e-19
snip,700.2,0.7514160886839212,4,0.5,2.365070910405836e-06,0.010621645378051098,-5.1074566223974136e-18
snob,687.36,0.7793248768009977,4,0.0,2.436152825836231e-05,0.010208581391126887,1.4792226405887504e-18
shun,838.68,-0.6733445532637656,3,0.0,1.4479563390557161e-05,0.010566674240384358,-2.947779985930165e-19
shut,649.62,5.575267052420774,3,0.3333333333333333,1.0701594473890295e-05,0.011725016911707757,-1.5703729247096224e-18
sick,565.16,5.108548144618925,13,0.41025641025641024,3.345646825917102e-05,0.013832766112638058,-8.709020101035481e-17
side,665.82,5.302906818881844,11,0.4909090909090909,7.169346376780435e-06,0.013563217082985237,-8.973778276982326e-17
sift,797.54,-0.2876820724517809,4,0.5,7.071996066636096e-06,0.01284277781942158,-7.359399116109583e-18
sigh,613.72,1.220829921392359,2,0.0,6.349019869422756e-09,0.00011268240464251507,-1.3775977201224606e-18
sign,624.48,4.892377145591635,1,0.0,0.0,7.512160309501004e-05,2.6664187463304314e-19
silk,633.97,2.280339484046726,7,0.14285714285714285,1.8821097267408058e-05,0.013613458663526742,-3.1049464675356477e-17
sill,775.88,-0.7985076962177716,12,0.5606060606060606,2.8702304538999084e-05,0.014378283649474488,-4.5979916245951726e-17
silo,732.17,-0.06187540371808753,3,0.3333333333333333,3.42848197722506e-06,0.012933168992137103,-1.0648323356947431e-17
sine,994.71,-1.7147984280919266,17,0.33088235294117646,5.37061681819428e-05,0.014804581456677728,-1.6693137791145317e-16
sing,596.66,4.5807750291533695,9,0.2777777777777778,1.1133277967823983e-05,0.013229263141849098,-3.466346279799864e-17
sink,541.94,2.8284963541780774,10,0.3111111111111111,2.3000592370530707e-05,0.013975849181646181,-4.762258436447269e-17
sire,736.7,2.5771819258971713,11,0.3090909090909091,4.9032696337562265e-05,0.014674530030369268,-7.651419864443109e-17
site,665.88,2.9559514035421466,8,0.42857142857142855,1.4421071112453973e-05,0.01337174101588444,-4.37233376619698e-17
size,534.21,3.8316802527456075,4,1.0,0.0,0.013082334119342443,-3.2832988079243904e-17
skid,687.55,0.7793248768009977,4,1.0,0.0,0.010111956033473694,-8.997709965490678e-18
skim,720.07,-0.1743533871447778,7,0.42857142857142855,2.303419742095196e-06,0.010407479895802218,-6.438009432055212e-18
skin,640.97,3.785098311854479,7,0.3333333333333333,9.965179635193409e-06,0.010490663681221967,-3.377961850026693e-18
skip,599.91,3.0492730404820207,7,0.42857142857142855,2.8763368260168584e-06,0.010420464162429624,-5.039414501683324e-18
skit,691.55,-0.19845093872383832,8,0.42857142857142855,1.3557927074040564e-05,0.011383624398481227,-9.130317450871157e-18
shag,707.83,0.6418538861723947,4,0.3333333333333333,2.6950725146136604e-06,0.010466761508332421,4.258497622588999e-18
shah,893,-0.1743533871447778,2,1.0,0.0,0.010323284552824942,-2.0425255143759333e-19
sham,834.36,0.412109650826833,5,0.2,2.7308118596437e-05,0.012027390040599816,-4.282303656616098e-18
shea,888,0.4885800148186709,1,0.0,0.0,0.009866541292970574,-1.0335359890398396e-18
shed,630.32,2.3960754360813845,2,0.0,8.101349353383437e-06,0.011433204644119212,2.509552673677027e-18
shin,795.88,1.1249295969854831,8,0.17857142857142858,4.679444347563686e-05,0.011867376972376904,-7.19737738776907e-18
ship,558.3,4.59390699370938,9,0.19444444444444445,2.150173934314596e-05,0.011719034760222192,-7.858268254157152e-18
shoe,636.82,3.414113606928702,5,0.6,1.7507052930298281e-06,0.01157143986399773,-7.432664708612507e-18
shoo,818.5,1.6563214983329508,4,1.0,0.0,0.01152499153539162,-3.3738614418988626e-18
shop,610.5,3.980615796893758,8,0.25,2.6959733366934967e-05,0.012164336359081424,-4.880581107152305e-18
shot,554.48,5.426842498736322,9,0.2777777777777778,7.699635142037577e-05,0.013321332828786716,-2.2076642030082e-17
show,576,6.191032361893486,8,0.32142857142857145,2.6034126885055843e-05,0.011637394872722227,-9.9385505700295e-18
sect,725.1,-0.31471074483970024,1,0.0,0.0,0.011983465830199816,3.506537262491925e-18
seed,581.06,2.0241930674493576,11,0.2909090909090909,8.48916139755305e-05,0.013587286678518483,1.5189176291278103e-17
seek,598.39,2.907447358686419,8,0.42857142857142855,1.4515629950907159e-05,0.01284277781942158,7.177539634288823e-18
seem,617.61,4.940355881083839,8,0.25,4.87596744233888e-05,0.012907731458294743,5.860217719172093e-18
seep,832.69,-1.7147984280919266,11,0.38181818181818183,3.807387934301951e-05,0.012728904477714324,1.5179232629831366e-17
seer,751.18,0.3852624007906449,11,0.38181818181818183,2.534461789043883e-05,0.0130156158832897,1.1474164201882931e-17
self,593.85,2.6504210882655737,2,0.0,6.668674534166137e-06,0.012105037222680104,-1.1484352731113068e-18
sell,641.76,4.524502282920636,11,0.509090909090909,6.625114670226504e-05,0.014335658062122328,-2.3985315457700485e-17
send,544.45,5.191733881145253,8,0.39285714285714285,7.568016465447662e-05,0.014382785303716655,-1.26908411774145e-17
serf,780.67,-1.7147984280919266,2,0.0,3.539879054753218e-06,0.011363912494760913,-2.2020906690563056e-19
sexy,580.28,3.4005304926744517,0,0.0,0.0,0.0,-1.1930510923947974e-18
scar,655.03,2.136530508663963,6,0.4666666666666667,1.1973650659409932e-05,0.012172394345540804,-7.189326596737769e-18
scud,858.82,-0.4942963218147801,1,0.0,0.0,0.007936872194207151,5.168821964918269e-19
seal,599.73,2.691243082785829,11,0.43636363636363634,8.379277068189943e-05,0.01404635874027549,-3.7723351711559e-17
seam,695.77,-0.4307829160924542,9,0.19444444444444445,0.00010153162890618292,0.013535243447280788,-1.0896156002053834e-17
sear,725.17,-1.5141277326297755,19,0.3742690058479532,9.545402194135646e-05,0.013739678857505905,-4.010503884657517e-17
seat,634.33,4.36665915754276,12,0.2878787878787879,0.00011874762228976443,0.01437603387891441,-1.1712092338734167e-17
sack,677.47,2.558776498354456,9,0.5,2.0744265294130454e-05,0.014016358889419068,-5.229148331980248e-17
safe,576.76,4.964242254526545,7,0.7142857142857143,6.726291513630463e-07,0.013338738751472415,-9.527894583761672e-17
saga,704.96,-0.2484613592984996,1,0.0,0.0,0.01141473878992943,-1.1844898080964858e-17
sage,659.03,0.5596157879354227,11,0.38181818181818183,1.0333511492139705e-05,0.013565219625002508,-1.3547344192977942e-16
sail,598.65,2.6210388241125804,11,0.8181818181818182,7.25521309121632e-06,0.012905918320008708,4.7606794506135445e-17
sake,655.61,4.161379963558259,14,0.4725274725274725,4.529841733438432e-06,0.013745845679255233,-2.3954732531599905e-16
sale,597.61,3.234355395716587,15,0.34285714285714286,2.7818226249529643e-05,0.014528341638226121,-1.3552582780619648e-16
salt,562.7,2.97092715463502,3,0.3333333333333333,2.9666298744065846e-06,0.013573235709874721,-1.6314585963111723e-17
same,581.19,6.033517783338981,13,0.38461538461538464,2.217691747751633e-05,0.013882930268984888,-1.3257398261228286e-16
sand,575.97,3.0101281538377234,9,0.2777777777777778,3.7690986332468425e-05,0.014407594875355494,-3.543523361529129e-17
sane,622,1.706564623164823,15,0.26666666666666666,4.858981045476882e-05,0.014723915467971471,-1.6317224278707717e-16
sang,739,2.1065702090680887,12,0.3787878787878788,1.548521813362231e-05,0.013290500870843627,-1.730561388344777e-17
sans,831.58,-0.7550225842780328,3,1.0,0.0,0.012907731458294743,-2.233441283586301e-17
sash,731.18,0.131028262406404,8,1.0,0.0,0.012149858836305472,-2.0696361018584412e-16
save,586.85,5.089508086916979,12,0.45454545454545453,6.064606201747723e-06,0.013700750450364148,-1.6080028423835296e-16
scab,738.52,-0.4620354595965587,5,0.4,2.2462305438764103e-06,0.011009854106667704,-2.632421867898227e-18
scan,612.53,2.2417729535972883,4,0.3333333333333333,9.53331494997549e-07,0.010797653369390292,5.631355739623304e-20
road,630.36,4.717963013463214,6,0.26666666666666666,1.7537847891265067e-05,0.013278975649680877,-5.902789990223858e-18
roam,754.58,1.220829921392359,5,0.1,1.9722427067031765e-05,0.013022995396193053,-8.239630395579736e-18
roar,594.43,1.3912819026309295,5,0.2,1.028444818294962e-05,0.012721854406001383,-9.802029957638898e-18
robe,626,2.138889000323256,5,0.6,1.5568545549614438e-06,0.012790927540044827,-9.136596610097018e-18
rock,543.88,4.456206032848133,7,0.7142857142857143,7.68412455393525e-06,0.013440203703941191,-2.675958150047185e-17
role,630.61,2.9025198918318122,11,0.2909090909090909,3.0963228510017964e-05,0.01418296272308459,-1.3421084591461252e-17
roll,612.31,4.147411283158793,6,0.4,1.9832209238678114e-05,0.01368850305723212,-4.674786044359942e-18
romp,774.36,-0.6348782724359695,3,0.3333333333333333,2.0163772796695543e-06,0.010233596850093783,-1.816412143201573e-18
roof,641.15,3.573749146860305,4,0.3333333333333333,2.877110565906408e-06,0.012301142391236041,-1.8189228049752493e-17
room,543.32,6.085660469994938,7,0.3333333333333333,9.89812125458119e-06,0.0127007509704371,-2.5549989975419922e-17
root,634.37,2.3485140248824456,10,0.4888888888888889,2.0248289692591164e-05,0.013992877325638439,-7.838585589364366e-17
rope,566.97,3.122805356117467,11,0.3090909090909091,1.5028664674627994e-05,0.013737624479686301,-3.6339831978571325e-17
rose,594.15,3.9706692008608795,12,0.25757575757575757,3.893051194214549e-05,0.013925012506841769,-1.8893978697203566e-17
rosy,684.03,1.1969481893889715,1,0.0,0.0,0.011668431866921765,-3.123155044194259e-18
rove,708.81,0.131028262406404,10,0.28888888888888886,1.2236966945018447e-05,0.013672207220259225,-4.521361215417019e-17
ruby,671.87,2.4765384001174837,0,0.0,0.0,0.0,3.8206079566998745e-19
rude,622.24,3.0937660138253564,5,0.3,6.20362961337882e-06,0.01243769223231921,-1.2582262270406577e-17
ruin,679.12,3.3509561652254085,2,1.0,0.0,0.00987502499141681,6.718384827555401e-19
rule,557.69,3.874113432354926,5,0.3,8.463480534048977e-06,0.013026688291527292,-1.1856578912250096e-17
rump,711.53,0.34358970439007686,8,0.5714285714285714,4.041087251704702e-06,0.010683399130249068,-2.227206750030637e-18
rune,628.45,-0.020202707317519466,7,0.23809523809523808,1.6746853660977843e-05,0.012995365278662234,-8.288626994688357e-18
rung,760.77,0.3293037471426003,6,0.26666666666666666,9.2540457758106e-06,0.01233417002552584,-6.435681569644223e-18
runt,695.81,0.8960880245566357,9,0.2222222222222222,3.226515234159658e-05,0.013799524259558724,-6.197045953901894e-19
ruse,783.21,0.5128236264286637,9,0.16666666666666666,3.80528632215978e-05,0.013309754095341443,-2.3594032076293853e-17
rush,628.17,3.447126313550555,8,0.39285714285714285,1.5598718395775124e-05,0.012520745778160532,-5.208458867006095e-17
rust,600.06,0.9122827104766164,11,0.4,3.091568166175896e-05,0.01385153513042997,-7.783098474068578e-18
rice,577.85,2.71336936257981,11,0.32727272727272727,1.8595158040609798e-05,0.012796271938738437,-6.489249034179368e-17
rich,620.86,4.386889790339869,1,0.0,0.0,0.01086533024126561,-7.019991618521351e-18
ride,546.03,4.908011770197695,14,0.3956043956043956,1.3046309138012405e-05,0.013170474845203839,-1.055172643932125e-16
rift,785.55,0.0769610411361284,5,0.3,7.558270719754244e-06,0.012725378465393627,1.972346897804358e-20
rime,715,-2.120263536200091,9,0.5,6.4575708668062015e-06,0.012651780848270722,-5.982603027420542e-17
ring,545.33,4.529907701487544,6,0.4,2.4831349761903853e-06,0.012119408062279645,-8.875706983689937e-18
rink,706.69,0.7608058290337602,8,0.35714285714285715,8.993974061777678e-06,0.01314597689514122,-1.8629305017101148e-17
riot,688.03,1.8702625307159986,2,0.0,3.636409082512989e-06,0.012442745465891386,-8.022852886438403e-18
ripe,708.19,1.430311246536665,11,0.3090909090909091,1.62793693707446e-05,0.013136578856182725,-6.09686604447173e-17
rise,613.38,3.311637304949512,11,0.3090909090909091,3.2922287216865025e-05,0.013446104569024144,-6.411808402693354e-17
risk,583.35,3.892636291627956,3,0.0,4.781964075711277e-06,0.012269929556642894,-7.358517443561051e-18
rite,777.86,0.371563556432483,11,0.38181818181818183,1.4208484119077377e-05,0.01295505252681077,-6.947891852230075e-17
rest,574.48,5.361104354646802,11,0.6545454545454545,1.3652817810710473e-05,0.013990746538776,1.122289179011686e-16
rein,698.63,-0.2744368457017603,3,0.3333333333333333,1.6791797339462656e-06,0.010146574546674985,1.8795946403168805e-18
rely,684.4,1.9712993830601329,0,0.0,0.0,0.0,9.469059394885017e-19
rend,755.18,-1.171182981502945,7,0.47619047619047616,1.793208485265839e-05,0.013937686972108917,-3.566363110150477e-18
rent,607.91,3.542407550213679,9,0.3055555555555556,3.1674648252276405e-05,0.01426443603790436,1.65901868114688e-17
rear,647.85,2.5201129055226197,16,0.5083333333333333,1.133123935657313e-05,0.013300120515365083,-5.223333541923629e-17
redo,799.26,0.4637340162321402,0,0.0,0.0,0.0,-6.79251544048305e-19
reef,667.1,1.3862943611198906,3,0.3333333333333333,8.103135592380348e-07,0.011504787443043073,3.844049797987758e-19
reek,715.96,-0.10536051565782628,6,0.4666666666666667,3.7930095194689613e-06,0.012317634068929077,4.414426079887798e-19
reel,627.06,1.1786549963416462,7,0.3333333333333333,7.040080757986899e-06,0.01238070779142191,-8.3012223528679e-18
rack,622.41,2.0515563381903004,10,0.35555555555555557,2.4660223891035775e-05,0.014065712265790262,-4.481049964120726e-17
race,564.18,4.12552017969055,13,0.32051282051282054,2.756784999122298e-05,0.013868261512474262,-1.5233678906419397e-16
racy,800.04,-0.040821994520255166,3,0.3333333333333333,6.532970787503812e-07,0.01243432568955772,-1.9478527442190807e-17
raft,660.68,1.5496879080283263,3,0.3333333333333333,5.314925564653623e-06,0.012821271632729834,-3.380029806738292e-18
rage,584.34,2.425687290128029,11,0.4909090909090909,2.22592690579911e-06,0.013329063182959813,-1.550317111939156e-16
raid,682.44,2.145931282948669,3,0.3333333333333333,8.433336370950254e-08,0.011093604506175078,8.366396119611732e-18
rail,622,1.5195132049061133,13,0.5897435897435898,2.81390997952463e-05,0.012982511307071074,5.055745963723949e-17
rain,551.84,3.8897773964808264,8,0.2857142857142857,1.717770329192093e-05,0.011266368181501164,6.611261746818759e-18
rake,612.86,1.091923300517313,15,0.4666666666666667,4.0664717892396654e-06,0.013651891904924515,-2.6030440995234147e-16
ramp,714.78,1.0577902941478545,8,0.39285714285714285,1.9318697951522407e-05,0.011783664553051429,-1.4270537943055534e-17
rank,623.24,2.138889000323256,7,0.2857142857142857,1.5211976412650081e-05,0.013676277540955937,-1.1151828279511823e-17
rant,607,-0.40047756659712525,8,0.17857142857142858,3.8292783750923535e-05,0.014487106988354146,-1.620295919216673e-17
rape,619.6,2.772588722239781,13,0.32051282051282054,2.008183076299073e-05,0.013737624479686301,-1.5774737375358829e-16
rapt,825.31,-1.4271163556401458,3,0.3333333333333333,6.7620820020249745e-06,0.013168587146358319,-6.10079480382746e-18
rare,566.97,3.0591764461105257,15,0.4666666666666667,2.5376730973883225e-05,0.014826082381820557,-2.6165523532788354e-16
rash,662.09,2.0844290831908747,10,0.6222222222222222,1.0416419262919097e-05,0.012395741030780083,-2.1825955174300496e-16
rasp,817.81,-2.3025850929940455,5,0.3,7.712851743311382e-06,0.011747504477706429,-4.49152935910403e-17
rate,578.64,3.2156706939192525,16,0.35,2.0308608078107323e-05,0.013601366768340782,-1.7270465136423453e-16
rave,564.12,0.9282193027394288,15,0.3523809523809524,1.3966777156654654e-05,0.013668139321651588,-1.8932092006439054e-16
raze,803.68,-1.8325814637483102,13,0.46153846153846156,3.3812241273485086e-06,0.013313611436044339,-1.5573192938323437e-16
read,547.58,5.485709380155097,10,0.26666666666666666,2.7296990911566228e-05,0.013782963174338731,-2.817136991863443e-17
real,630.88,6.093118200834482,12,0.4090909090909091,1.5196751239673994e-05,0.013309754095341443,-4.529639205111976e-17
ream,760.43,-1.5141277326297755,8,0.32142857142857145,1.9391950759196257e-05,0.01322545451563869,-2.0505783038907604e-17
reap,776.67,0.9516578757114463,6,0.4666666666666667,1.4522381019057318e-06,0.012515629004242199,-1.780801609112227e-17
puff,645.23,1.4929040961781488,3,1.0,0.0,0.00018029184742802411,-1.0907032247990555e-18
puke,639.57,1.8325814637483102,5,0.2,7.188322995777667e-06,0.012808759587361213,-9.093577952048782e-18
pull,646.45,4.986684073273742,12,0.36363636363636365,5.045603347696159e-05,0.014048506501550762,-3.180518735577768e-17
pulp,587.24,0.598836501088704,3,0.0,2.6730339675251617e-05,0.01195073263789568,-1.9462125117429932e-18
pump,610.36,2.5376572151735295,9,0.4444444444444444,2.2995045118940518e-05,0.01092735876785704,1.778086623548512e-18
punk,605.41,3.090132948975475,8,0.39285714285714285,9.140600884656531e-06,0.012686720867183374,-1.016564305785198e-17
punt,725.41,-0.31471074483970024,9,0.2222222222222222,2.5635394256852505e-05,0.013814047890564124,-1.434110126889873e-17
puny,729.36,0.371563556432483,3,0.3333333333333333,4.189078907282023e-06,0.012060545093218952,-5.211891534466812e-18
pure,530.5,3.2156706939192525,10,0.2222222222222222,3.219868228784597e-05,0.014320017537428613,-4.9598867527190915e-17
purr,693.73,-0.2744368457017603,3,0.3333333333333333,1.6197386234000833e-06,0.012436008733099888,-4.4687248600349026e-18
push,522.32,4.256321678298823,5,1.0,0.0,0.011288516097818158,-2.838691965270712e-17
putt,691.86,0.131028262406404,2,0.0,5.293180396907295e-07,0.011704106053521273,-1.9341453652844303e-18
pyre,833.07,-1.2378743560016174,3,1.0,0.0,0.013965227621240611,-3.256636220589254e-17
quip,867.83,-1.9661128563728327,2,1.0,0.0,0.008646455159057216,-1.986993914272267e-18
quit,612.18,4.500920164614292,3,0.3333333333333333,1.6190000667028027e-05,0.009825391136791999,2.0354331765562275e-19
quiz,658.16,1.5973653311998313,2,1.0,0.0,0.008646455159057216,-3.3442723608329124e-19
prop,748.53,1.3056264580524357,6,0.13333333333333333,3.190837763273127e-05,0.01174149936359642,1.0377192787508717e-18
prow,840.25,-2.120263536200091,6,0.26666666666666666,4.124290200984772e-06,0.010383954850829791,-5.304093936945726e-18
prep,667.32,2.0215475632609334,3,0.0,2.939089457184135e-05,0.011731005173664707,-4.1788631860426885e-19
prey,591.63,1.706564623164823,2,0.0,5.821421252037947e-06,0.010448906234520867,1.3134416952306345e-18
prim,671.91,-0.9942522733438669,5,0.3,1.0084787973706364e-05,0.00961360599771288,-2.6231292354298703e-18
prod,793.69,-0.37106368139083207,3,0.3333333333333333,7.793006229570281e-07,0.010300138174903809,1.1748713999825532e-18
poor,588.12,4.860432367183761,5,0.3,1.0946802035018541e-05,0.012895050178265543,-7.216353883280132e-18
pope,644.26,2.3711778844596574,10,0.35555555555555557,1.2530560066250738e-05,0.01427108302580646,-2.016392805899386e-17
pore,747.23,-0.7550225842780328,16,0.25833333333333336,8.118660502492897e-05,0.015797323335650273,-9.64162776195678e-17
pork,603.28,2.354228326145884,7,0.23809523809523808,3.937002908598468e-05,0.014983240789325178,-2.518679387418338e-17
port,647.18,2.6762154775821916,9,0.16666666666666666,8.275691247670179e-05,0.01543117778302687,-1.569354534478284e-17
pose,711.73,1.916922612182061,10,0.35555555555555557,4.243629765489712e-05,0.014700357203222719,-1.920374167823253e-17
post,612.27,3.4790839203192268,9,0.19444444444444445,7.058621680135303e-05,0.015000364493084407,-1.8235510127407032e-17
pour,607.88,2.716018370751387,8,0.5357142857142857,2.7991824304758112e-05,0.01275541198391531,-1.647209378774419e-18
pout,872.13,0.0769610411361284,6,0.26666666666666666,7.951924269088393e-05,0.014014220945720255,-1.1656145219678123e-17
pram,909.5,-1.5141277326297755,5,0.3,9.224766797899509e-06,0.010158915581616763,6.0518232821275185e-18
pray,623.63,3.589611452455267,7,0.2857142857142857,1.7633427324933135e-05,0.010652432755958492,-6.084349155214625e-19
play,537.91,5.870792968625717,5,0.2,1.2351511491164056e-05,0.010816721511672003,5.21672379854893e-18
plea,664.13,1.922787731634459,1,0.0,0.0,0.007919768340672527,3.029923166440816e-18
plod,740.81,-2.3025850929940455,5,0.3,2.7614805600127283e-06,0.010517082477122481,-2.0661610150069883e-18
plop,660.31,-0.1743533871447778,6,0.26666666666666666,9.177769757439491e-06,0.011036304206623661,-1.6665152296703e-18
plot,623.21,2.4501426573516603,7,0.2857142857142857,1.9155018573403963e-05,0.011895032692923612,-7.12761870066855e-18
plow,587.82,0.6312717768418578,8,0.32142857142857145,3.7137420570883126e-06,0.010552111234655102,-5.1079498643064185e-18
plug,609.44,2.3427668826268775,3,0.3333333333333333,1.6583584929063242e-07,0.008687332878228251,1.0206679267984382e-18
plum,655.54,1.2267122912954254,5,0.4,1.3176254602623796e-05,0.009833804187107137,5.261852667379657e-18
plus,585.44,3.8509983035903717,2,1.0,0.0,0.008667663445296413,-3.8604829754664176e-18
poem,661.38,2.613739521630969,1,0.0,0.0,0.011289903234227327,-1.6786736936440836e-18
poet,570.3,2.2213750375685026,4,0.5,8.101349353383437e-06,0.013389279003226754,-4.522292465151908e-18
poke,703.84,1.7647307968401356,9,0.2777777777777778,2.0484877957517202e-05,0.0141501975235087,-2.2729090602511762e-17
pole,577.09,2.532902848056256,13,0.23076923076923078,4.880930147780152e-05,0.015108901910893272,-4.0833126205505416e-17
poll,650.91,0.9122827104766164,10,0.2222222222222222,4.628749095421996e-05,0.014471134433791461,-1.164313989062991e-17
polo,603.73,1.2499017362143359,5,0.4,9.743793032132402e-06,0.013807819735518784,-3.620202310375156e-18
pomp,640,-0.941608539858445,3,0.3333333333333333,7.084380500429146e-07,0.010018234927504307,-7.781893095586407e-19
pond,560.03,1.8453002361560848,3,0.3333333333333333,3.6488835963548684e-06,0.012725378465393627,-8.195508289752872e-18
pony,644.67,2.0918640616783932,3,0.0,3.350565501341961e-06,0.011655110049491562,-4.107944342747697e-19
pool,581.06,3.849721979230767,6,0.4,2.660957573158964e-05,0.013631636872424628,-1.2171794788614901e-17
pick,535.03,5.29023479035468,11,0.5272727272727272,2.1311413363917175e-05,0.013710973365190567,-7.453819481855541e-17
pier,789.22,1.8794650496471605,2,0.0,8.101349353383437e-06,0.010986157182846106,3.3477010572479327e-18
pike,651.52,1.5238800240724537,8,0.25,1.1477687201635686e-05,0.013545220775489015,-3.889735825640471e-17
pile,576.84,2.578700529074361,12,0.2878787878787879,2.9468979037912284e-05,0.014632462576866059,-1.0019075149734232e-16
pill,667.36,2.469793011977952,13,0.5,2.1447066806040114e-05,0.014507695013444179,-5.5442301611500477e-17
pimp,715.22,2.155244505095337,3,0.3333333333333333,4.112333735675294e-06,0.010817995115994582,-1.0885365498512804e-18
pine,686.71,1.824549292051046,16,0.35,3.082724274464616e-05,0.014459747012927602,-1.2082088780760758e-16
ping,716.7,1.1908875647772805,8,0.32142857142857145,7.567648831629666e-06,0.013204546208701063,-2.4495207753337667e-17
pink,568.82,3.3488509012899463,10,0.28888888888888886,1.6593105828455095e-05,0.01368850305723212,-4.644492394746818e-17
pint,648.97,1.184789984909162,9,0.2777777777777778,2.0071631730203798e-05,0.01428217511583118,-3.3797968607592726e-17
pipe,671.48,2.9647574692545606,6,0.26666666666666666,5.477673607427581e-06,0.01352727216138722,-4.5030930019473235e-17
piss,672.81,3.1608228934195837,4,0.5,2.081832181256057e-06,0.011348472396262597,-3.95593200544412e-18
pith,697.43,-1.6094379124341003,3,0.0,6.471874475015614e-06,0.010860192969283923,-1.8690989758212115e-18
pity,633.31,3.157425862551978,2,0.0,5.120046462828042e-07,0.009822239952976479,1.79110286479527e-18
plan,601.15,4.981755594545605,4,0.3333333333333333,4.3019656126141445e-06,0.01044059460456159,-5.226163437548332e-18
pelt,735.77,-0.06187540371808753,6,0.4666666666666667,7.2539836099261506e-06,0.014382785303716655,1.7587729879190397e-17
perk,657.06,0.34358970439007686,7,0.19047619047619047,6.983371423571573e-05,0.014546743590902784,-8.476367810669673e-18
pert,701.05,-0.7133498878774648,5,0.2,1.8814341581850122e-05,0.014833263241869872,1.8109133092104106e-18
pest,658.91,1.0508216248317612,13,0.48717948717948717,4.213824274802597e-05,0.014688606318168184,9.85806129879087e-17
pare,748.56,-2.120263536200091,19,0.27485380116959063,7.913716249425168e-05,0.01583271282442564,-2.711191399862513e-16
park,615.97,4.2783313983351166,10,0.26666666666666666,4.6661835335093786e-05,0.015191341355843583,-5.858918738446091e-17
part,654.94,5.566472523691594,12,0.22727272727272727,6.690288434109699e-05,0.015681384625386922,-9.47894632639317e-17
pass,559.85,4.683241721408247,6,0.26666666666666666,9.08669085025367e-06,0.012876977227770425,-3.2408913711314635e-17
past,618.36,4.81834420626481,13,0.2564102564102564,5.904267781386997e-05,0.015069252504533703,-5.2435971940868967e-17
pate,838.78,-0.4307829160924542,14,0.3956043956043956,3.108726493090086e-05,0.014277736211366276,-1.3549946491984952e-16
path,599.84,3.2007118542405295,6,0.4,1.8059608481030025e-05,0.01243769223231921,-1.6511050536262942e-17
